363007,Alexander Bay,Richtersveld,Northern Cape,1736
798014,Alexandra,City of Johannesburg,Gauteng,179624
265008,Alexandria,Ndlambe,Eastern Cape,3375
592020,Alexia,KwaDukuza,KwaZulu-Natal,893
504053,Alfred,UMuziwabantu,KwaZulu-Natal,686
674044,Algiers,Kagisano/Molopo,North West,1435
378019,Alheit,Kai !Garib,Northern Cape,1578
276096,Alice,Nkonkobe,Eastern Cape,15143
264005,Alicedale,Makana,Eastern Cape,1932
288002,Aliwal North,Maletswai,Eastern Cape,16001
284184,All Saints Mission,Engcobo,Eastern Cape,260
276132,Allandale,Nkonkobe,Eastern Cape,414
467001,Allanridge,Matjhabeng,Free State,2361
281094,Allanwater,Lukanji,Eastern Cape,376
969001,Alldays,Blouberg,Limpopo,2987
872031,Allemansdrift,Dr JS Moroka,Mpumalanga,11307
980004,Alma,Modimolle,Limpopo,1553
596006,Aloekop,Greater Kokstad,KwaZulu-Natal,890
966225,Altein,Thulamela,Limpopo,1759
579014,Altona,UPhongolo,KwaZulu-Natal,1975
987112,Alverton,Greater Tubatse,Limpopo,2278
273075,Amabele,Amahlathi,Eastern Cape,326
271202,Amabhele,Mnquma,Eastern Cape,148
538021,Amadaka,uMhlathuze,KwaZulu-Natal,5213
546073,Amafahla,Maphumulo,KwaZulu-Natal,954
599188,Amagcino,eThekwini,KwaZulu-Natal,940
594078,Amahlathi,Ingwe,KwaZulu-Natal,1666
273003,Amahlathi NU,Amahlathi,Eastern Cape,7692
273003,Amahlathi NU North,Amahlathi,Eastern Cape,2692
589128,Amahubhu,uMlalazi,KwaZulu-Natal,1617
503059,Amahwaqa,Umzumbe,KwaZulu-Natal,2438
560044,Amahwaqa,Vulamehlo,KwaZulu-Natal,2593
589084,Amakhilimba,uMlalazi,KwaZulu-Natal,1585
290303,Amakwalo,Ngquza Hill,Eastern Cape,84
587020,Amalala,Mfolozi,KwaZulu-Natal,4529
562043,Amalanga,uMshwathi,KwaZulu-Natal,127
671005,Amalia,Mamusa,North West,226
271506,Amambalu,Mnquma,Eastern Cape,571
274056,Amambalu,Ngqushwa,Eastern Cape,221
284067,Amamvala,Engcobo,Eastern Cape,655
270291,Amanaleni,Mbhashe,Eastern Cape,147
561004,Amandawe,Umdoni,KwaZulu-Natal,11343
977003,Amandelbult,Thabazimbi,Limpopo,113
561013,Amangamazi,Umdoni,KwaZulu-Natal,3976
571074,Amangwane,Okhahlamba,KwaZulu-Natal,1153
594003,Amangwane,Ingwe,KwaZulu-Natal,37
297077,Amantshangase A/a A,Mbizana,Eastern Cape,461
297105,Amantshangase A/a B,Mbizana,Eastern Cape,276
297068,Amantshangase A/a C,Mbizana,Eastern Cape,682
297074,Amantshangase A/a D,Mbizana,Eastern Cape,104
297036,Amantshangase A/a E,Mbizana,Eastern Cape,1717
297098,Amantshangase A/a F,Mbizana,Eastern Cape,0
297058,Amantshangase A/a G,Mbizana,Eastern Cape,816
571045,Amanzana,Okhahlamba,KwaZulu-Natal,770
599173,Amanzimtoti,eThekwini,KwaZulu-Natal,13813
284116,Amanzolo,Engcobo,Eastern Cape,243
297320,Amaqeda,Mbizana,Eastern Cape,128
281049,Amaqolomba,Lukanji,Eastern Cape,26
284150,Amaqwati,Engcobo,Eastern Cape,190
598157,Amaroma,Umzimkhulu,KwaZulu-Natal,317
597007,Amashaka,Ubuhlebezwe,KwaZulu-Natal,1905
593066,Amatata,Ndwedwe,KwaZulu-Natal,1220
542043,Amatholamgele,Nkandla,KwaZulu-Natal,772
589138,Amatikulu,uMlalazi,KwaZulu-Natal,515
597002,Amatolo,Ubuhlebezwe,KwaZulu-Natal,472
585021,Amatshamnyama,Hlabisa,KwaZulu-Natal,1607
594080,Amavondwe,Ingwe,KwaZulu-Natal,356
273072,Amazibula,Amahlathi,Eastern Cape,1123
294042,Amendu,King Sabata Dalindyebo,Eastern Cape,8256
863001,Amersfoort,Pixley Ka Seme,Mpumalanga,12335
969102,Amosotho,Blouberg,Limpopo,48
862001,Amsterdam,Mkhondo,Mpumalanga,6769
661041,Ana AH,Madibeng,North West,229
260071,Anders Mission,Buffalo City,Eastern Cape,390
295100,Andris,Matatiele,Eastern Cape,1490
281037,Angola,Lukanji,Eastern Cape,1693
592005,Anmaharai,KwaDukuza,KwaZulu-Natal,5214
526027,Annieville,Dannhauser,KwaZulu-Natal,6404
282262,Anoves,Intsika Yethu,Eastern Cape,366
526037,Anville,Dannhauser,KwaZulu-Natal,2935
985007,Apel,Makhuduthamaga,Limpopo,2096
987136,Apiesdoring,Greater Tubatse,Limpopo,1515
270424,Apleni,Mbhashe,Eastern Cape,239
675008,Appeldraai,Ventersdorp,North West,573
172007,Arabella Country Estate,Overstrand,Western Cape,67
983011,Arabie,Ephraim Mogale,Limpopo,211
969031,Archibalt,Blouberg,Limpopo,506
272039,Arena,Great Kei,Eastern Cape,63
471009,Arlington,Nketoana,Free State,192
178008,Armoed,Oudtshoorn,Western Cape,472
173005,Arniston,Cape Agulhas,Western Cape,1267
282008,Arosi,Intsika Yethu,Eastern Cape,422
176016,Asazani,Mossel Bay,Western Cape,772
378003,Asbosknop,Kai !Garib,Northern Cape,189
566038,Ashburton,The Msunduzi,KwaZulu-Natal,2220
169006,Ashton,Langeberg,Western Cape,7727
285078,Askeaton,Sakhisizwe,Eastern Cape,117
377008,Askham,Mier,Northern Cape,0
666020,Atamelang,Tswaing,North West,5189
199029,Athlone,City of Cape Town,Western Cape,237414
674059,Athole,Kagisano/Molopo,North West,437
199004,Atlantis,City of Cape Town,Western Cape,67491
799056,Atteridgeville,City of Tshwane,Gauteng,64425
378011,Augrabies,Kai !Garib,Northern Cape,3627
378001,Augrabies Falls National Park,Kai !Garib,Northern Cape,590
378007,Augrabies Mission,Kai !Garib,Northern Cape,216
162005,Aurora,Bergrivier,Western Cape,578
969124,Aurora,Blouberg,Limpopo,366
674039,Austrey,Kagisano/Molopo,North West,1333
360008,Avon,Joe Morolong,Northern Cape,263
969059,Avon,Blouberg,Limpopo,8917
860006,Avontuur,Albert Luthuli,Mpumalanga,781
963002,Ba-Phalaborwa NU,Ba-Phalaborwa,Limpopo,6131
172024,Baardscheerders Bosch,Overstrand,Western Cape,103
962040,Babanana,Greater Tzaneen,Limpopo,1709
581134,Babanango,Ulundi,KwaZulu-Natal,1886
960025,Babangu,Greater Giyani,Limpopo,1745
290203,Babani,Ngquza Hill,Eastern Cape,665
799003,Babelegi,City of Tshwane,Gauteng,69
982009,Babirwa,Mogalakwena,Limpopo,4179
874037,Backdoor,Mbombela,Mpumalanga,2997
478007,Baddriftbrug,Metsimaholo,Free State,59
270530,Badi,Mbhashe,Eastern Cape,393
296194,Badibanise,Umzimvubu,Eastern Cape,2133
974087,Badimong,Polokwane,Limpopo,10983
860005,Badplaas,Albert Luthuli,Mpumalanga,582
969023,Bahamanoa,Blouberg,Limpopo,9
969040,Bahananoa,Blouberg,Limpopo,1473
661022,Baikagedi,Madibeng,North West,145
360097,Baily Brith,Joe Morolong,Northern Cape,110
293148,Bajodini,Mhlontlo,Eastern Cape,104
293123,Bakaleni,Mhlontlo,Eastern Cape,172
270488,Bakaneni,Mbhashe,Eastern Cape,376
271380,Bakaneni,Mnquma,Eastern Cape,406
982072,Bakenberg,Mogalakwena,Limpopo,7097
668003,Bakerville,Ditsobotla,North West,2441
970059,Bakone,Aganang,Limpopo,2518
982012,Bakone,Mogalakwena,Limpopo,2922
282101,Baku,Intsika Yethu,Eastern Cape,299
662012,Bala,Rustenburg,North West,2919
499041,Balaclava,Mangaung,Free State,222
293151,Balasi,Mhlontlo,Eastern Cape,358
598152,Balbel,Umzimkhulu,KwaZulu-Natal,1346
965013,Bale,Mutale,Limpopo,985
664009,Baleng,Moses Kotane,North West,671
290062,Baleni,Ngquza Hill,Eastern Cape,332
297340,Baleni A,Mbizana,Eastern Cape,200
297375,Baleni B,Mbizana,Eastern Cape,2231
297381,Baleni C,Mbizana,Eastern Cape,198
297383,Baleni D,Mbizana,Eastern Cape,310
297373,Baleni E,Mbizana,Eastern Cape,194
276008,Balfour,Nkonkobe,Eastern Cape,3102
865002,Balfour,Dipaleseng,Mpumalanga,3201
563005,Balgowan,uMngeni,KwaZulu-Natal,980
294204,Balizulu,King Sabata Dalindyebo,Eastern Cape,1005
468004,Balkfontein,Nala,Free State,154
592044,Ballito,KwaDukuza,KwaZulu-Natal,19234
964010,Balloon,Maruleng,Limpopo,3093
578010,Balmoral,eDumbe,KwaZulu-Natal,1360
580082,Bambelentulo,Nongoma,KwaZulu-Natal,2740
960062,Bambeni,Greater Giyani,Limpopo,1882
987064,Banareng,Greater Tubatse,Limpopo,1048
292185,Bandla,Nyandeni,Eastern Cape,813
505027,Bandlane,Ezingoleni,KwaZulu-Natal,2521
978034,Bangalong,Lephalale,Limpopo,846
542082,Bangamanzi,Nkandla,KwaZulu-Natal,1351
580030,Bangamaya,Nongoma,KwaZulu-Natal,1199
270178,Bangani,Mbhashe,Eastern Cape,124
260127,Bangilizwe,Buffalo City,Eastern Cape,131
584005,Bangiswa,The Big 5 False Bay,KwaZulu-Natal,950
582070,Bangizwe,Umhlabuyalingana,KwaZulu-Natal,366
291187,Bangolosi,Port St Johns,Eastern Cape,164
583073,Banjana,Jozini,KwaZulu-Natal,1022
984046,Bankfontein,Elias Motsoaledi,Limpopo,81
361023,Bankhara,Ga-Segonyana,Northern Cape,7972
283039,Bankies,Emalahleni,Eastern Cape,438
283010,Bankini,Emalahleni,Eastern Cape,517
386001,Banksdrif,Phokwane,Northern Cape,505
293278,Bantubabi,Mhlontlo,Eastern Cape,231
282229,Banzi,Intsika Yethu,Eastern Cape,373
599185,Baphehli,eThekwini,KwaZulu-Natal,11834
661043,Bapong,Madibeng,North West,15468
664080,Bapong,Moses Kotane,North West,3459
797016,Bapsfontein,Ekurhuleni,Gauteng,707
875006,Barberton,Umjindi,Mpumalanga,11997
360005,Bareki,Joe Morolong,Northern Cape,150
575027,Barklieside,Nqutu,KwaZulu-Natal,535
287137,Barkly East,Senqu,Eastern Cape,9986
384013,Barkly West,Dikgatlong,Northern Cape,8258
578041,Barofine,eDumbe,KwaZulu-Natal,340
274022,Barracks,Ngqushwa,Eastern Cape,1087
285076,Barracks,Sakhisizwe,Eastern Cape,346
170001,Barrydale,Swellendam,Western Cape,4156
266005,Barsheba,Sundays River Valley,Eastern Cape,995
581130,Basamlilo A,Ulundi,KwaZulu-Natal,244
581136,Basamlilo B,Ulundi,KwaZulu-Natal,90
960042,Basani,Greater Giyani,Limpopo,2217
966092,Basani,Thulamela,Limpopo,3408
270548,Bashee,Mbhashe,Eastern Cape,35
799076,Bashewa,City of Tshwane,Gauteng,1015
589121,Bashikizi,uMlalazi,KwaZulu-Natal,611
982079,Basterpad,Mogalakwena,Limpopo,674
665017,Bathobatho,Ratlou,North West,5080
265001,Bathurst,Ndlambe,Eastern Cape,737
295252,Batsoarele,Matatiele,Eastern Cape,116
360023,Battlemound,Joe Morolong,Northern Cape,353
267002,Baviaans NU,Baviaans,Eastern Cape,4882
799045,Baviaanspoort,City of Tshwane,Gauteng,2456
270136,Bavuma,Mbhashe,Eastern Cape,536
271367,Bawa,Mnquma,Eastern Cape,345
581028,Bayeni,Ulundi,KwaZulu-Natal,210
297014,Bayimani (Dayimani),Mbizana,Eastern Cape,1392
969113,Bayswater,Blouberg,Limpopo,1059
290238,Bazana,Ngquza Hill,Eastern Cape,925
585025,Bazaneni,Hlabisa,KwaZulu-Natal,2592
504052,Bazini,UMuziwabantu,KwaZulu-Natal,214
294088,Baziya Mission,King Sabata Dalindyebo,Eastern Cape,455
561016,Bazley Beach,Umdoni,KwaZulu-Natal,268
183005,Beaufort West,Beaufort West,Western Cape,20066
183004,Beaufort West NU,Beaufort West,Western Cape,7141
162008,Beaverlac,Bergrivier,Western Cape,59
287066,Bebeza,Senqu,Eastern Cape,612
279012,Beccles,Tsolwana,Eastern Cape,1032
277002,Bedford,Nxuba,Eastern Cape,5976
590030,Bedlane,Mthonjaneni,KwaZulu-Natal,514
274133,Begha Mouth,Ngqushwa,Eastern Cape,19
579007,Beginsel,UPhongolo,KwaZulu-Natal,3971
966015,Begwa,Thulamela,Limpopo,2066
967003,Beit Bridge,Musina,Limpopo,1001
573029,Bekabhezayo,Imbabazane,KwaZulu-Natal,1010
297362,Bekela,Mbizana,Eastern Cape,330
284400,Bekileni,Engcobo,Eastern Cape,583
765002,Bekkersdal,Westonaria,Gauteng,47213
274021,Bekruipkop,Ngqushwa,Eastern Cape,889
981003,Bela-Bela,Bela-Bela,Limpopo,45001
981002,Bela-Bela NU North,Bela-Bela,Limpopo,9616
981002,Bela-Bela NU South,Bela-Bela,Limpopo,4616
293104,Belekence,Mhlontlo,Eastern Cape,305
295049,Belford,Matatiele,Eastern Cape,599
579001,Belgrade,UPhongolo,KwaZulu-Natal,7404
199021,Belhar,City of Cape Town,Western Cape,56234
274102,Bell,Ngqushwa,Eastern Cape,865
165006,Bella Vista,Witzenberg,Western Cape,13460
578032,Bellemmerd,eDumbe,KwaZulu-Natal,528
961032,Bellevue,Greater Letaba,Limpopo,4394
276010,Bellvale,Nkonkobe,Eastern Cape,603
199016,Bellville,City of Cape Town,Western Cape,112507
376007,Belmont,Siyancuma,Northern Cape,25
598171,Ben Cairnie,Umzimkhulu,KwaZulu-Natal,0
963010,Ben Farm,Ba-Phalaborwa,Limpopo,12757
965005,Bende Mutale,Mutale,Limpopo,781
360035,Bendell,Joe Morolong,Northern Cape,1820
506006,Bendigo,Hibiscus Coast,KwaZulu-Natal,1011
580193,Bendle,Nongoma,KwaZulu-Natal,452
542030,Benedict Mission,Nkandla,KwaZulu-Natal,2126
797011,Benoni,Ekurhuleni,Gauteng,158777
287105,Bensonvale,Senqu,Eastern Cape,541
274131,Benton,Ngqushwa,Eastern Cape,140
503053,Berea,Umzumbe,KwaZulu-Natal,703
589082,Berea,uMlalazi,KwaZulu-Natal,1767
969051,Bergendal,Blouberg,Limpopo,1008
974142,Bergnek,Polokwane,Limpopo,1418
276037,Bergplaas,Nkonkobe,Eastern Cape,415
162002,Bergrivier NU,Bergrivier,Western Cape,24497
571064,Bergville,Okhahlamba,KwaZulu-Natal,1274
260060,Berlin,Buffalo City,Eastern Cape,3048
874070,Berlin State Forest,Mbombela,Mpumalanga,356
525004,Berouw,Emadlangeni,KwaZulu-Natal,1793
662030,Berseba,Rustenburg,North West,1709
969017,Berseba,Blouberg,Limpopo,234
478003,Bertha Shaft Village,Metsimaholo,Free State,1831
271454,Besmani,Mnquma,Eastern Cape,202
514016,Bester,Emnambithi/Ladysmith,KwaZulu-Natal,369
271289,Bethal,Mnquma,Eastern Cape,301
866008,Bethal,Govan Mbeki,Mpumalanga,60779
578009,Bethane,eDumbe,KwaZulu-Natal,883
662044,Bethanie,Rustenburg,North West,8429
571019,Bethany,Okhahlamba,KwaZulu-Natal,6481
546026,Bethe,Maphumulo,KwaZulu-Natal,646
295072,Bethel,Matatiele,Eastern Cape,1567
667069,Bethel,Mafikeng,North West,1162
299006,Bethelsdorp,Nelson Mandela Bay,Eastern Cape,182012
295216,Bethesda,Matatiele,Eastern Cape,941
470005,Bethlehem,Dihlabeng,Free State,16236
594022,Bethlehem,Ingwe,KwaZulu-Natal,1208
461018,Bethulie,Kopanong,Free State,2100
296122,Betshwane,Umzimvubu,Eastern Cape,1956
172004,Betty's Bay,Overstrand,Western Cape,1380
860039,Betty's Goed,Albert Luthuli,Mpumalanga,1489
560045,Beula,Vulamehlo,KwaZulu-Natal,598
966136,Bevula,Thulamela,Limpopo,1787
284320,Beyele,Engcobo,Eastern Cape,552
273035,Bhabha,Amahlathi,Eastern Cape,275
542018,Bhacane,Nkandla,KwaZulu-Natal,498
296129,Bhadalala,Umzimvubu,Eastern Cape,744
291010,Bhakaleni,Port St Johns,Eastern Cape,848
294260,Bhakaleni,King Sabata Dalindyebo,Eastern Cape,681
298039,Bhakubha,Ntabankulu,Eastern Cape,2831
290013,Bhala,Ngquza Hill,Eastern Cape,960
290047,Bhalasi,Ngquza Hill,Eastern Cape,1764
293259,Bhalasi,Mhlontlo,Eastern Cape,148
571023,Bhalekisi,Okhahlamba,KwaZulu-Natal,2913
583025,Bhambanani,Jozini,KwaZulu-Natal,3405
580027,Bhanganomo,Nongoma,KwaZulu-Natal,1166
286164,Bhantini,Elundini,Eastern Cape,468
292196,Bhantini A,Nyandeni,Eastern Cape,512
292224,Bhantini B,Nyandeni,Eastern Cape,397
271475,Bharhumani,Mnquma,Eastern Cape,60
273093,Bhavameni,Amahlathi,Eastern Cape,473
270288,Bhawu,Mbhashe,Eastern Cape,125
270195,Bhayi,Mbhashe,Eastern Cape,860
576028,Bhaza,Msinga,KwaZulu-Natal,858
293061,Bheja,Mhlontlo,Eastern Cape,1050
538004,Bhejane,uMhlathuze,KwaZulu-Natal,1482
575102,Bhekabani,Nqutu,KwaZulu-Natal,440
575048,Bhekabantu A,Nqutu,KwaZulu-Natal,271
575069,Bhekabantu B,Nqutu,KwaZulu-Natal,637
503025,Bhekameva,Umzumbe,KwaZulu-Natal,568
504040,Bhekene,UMuziwabantu,KwaZulu-Natal,1459
583050,Bhekindoda,Jozini,KwaZulu-Natal,3662
274134,Bhekisi,Ngqushwa,Eastern Cape,153
874010,Bhekiswayo,Mbombela,Mpumalanga,4632
297349,Bhekiyeza,Mbizana,Eastern Cape,466
599184,Bhekulwandle,eThekwini,KwaZulu-Natal,4859
580124,Bhekumteto,Nongoma,KwaZulu-Natal,405
573006,Bhekuzulu,Imbabazane,KwaZulu-Natal,7922
274003,Bhele,Ngqushwa,Eastern Cape,699
297291,Bhele A,Mbizana,Eastern Cape,1208
297169,Bhele B,Mbizana,Eastern Cape,138
291177,Bheleni,Port St Johns,Eastern Cape,617
282145,Bhesi,Intsika Yethu,Eastern Cape,178
296112,Bhetani,Umzimvubu,Eastern Cape,135
270016,Bhetani A,Mbhashe,Eastern Cape,452
270014,Bhetani B,Mbhashe,Eastern Cape,136
506024,Bhethani,Hibiscus Coast,KwaZulu-Natal,2126
286067,Bhethula,Elundini,Eastern Cape,138
296124,Bhetshwana,Umzimvubu,Eastern Cape,513
593025,Bhidakhona,Ndwedwe,KwaZulu-Natal,143
504025,Bhidla,UMuziwabantu,KwaZulu-Natal,690
594020,Bhidla,Ingwe,KwaZulu-Natal,814
270033,Bhijolo,Mbhashe,Eastern Cape,83
538013,Bhiliya,uMhlathuze,KwaZulu-Natal,3854
588016,Bhiliya,Ntambanana,KwaZulu-Natal,987
284165,Bhinca,Engcobo,Eastern Cape,58
298017,Bhisa,Ntabankulu,Eastern Cape,124
271264,Bhishibha,Mnquma,Eastern Cape,194
296206,Bhisilane,Umzimvubu,Eastern Cape,1298
560054,Bhobhobho,Vulamehlo,KwaZulu-Natal,297
597020,Bhobhobho,Ubuhlebezwe,KwaZulu-Natal,469
290254,Bhobhoyi,Ngquza Hill,Eastern Cape,323
594074,Bhobhoyi,Ingwe,KwaZulu-Natal,790
529031,Bhobozana,Abaqulusi,KwaZulu-Natal,1172
271368,Bhokhwe,Mnquma,Eastern Cape,706
283175,Bhoko,Emalahleni,Eastern Cape,302
583066,Bhokweni,Jozini,KwaZulu-Natal,1015
581043,Bhokweni A,Ulundi,KwaZulu-Natal,1378
581060,Bhokweni B,Ulundi,KwaZulu-Natal,433
291143,Bholani A,Port St Johns,Eastern Cape,316
291174,Bholani B,Port St Johns,Eastern Cape,718
292139,Bholotwa,Nyandeni,Eastern Cape,618
506025,Bhomela,Hibiscus Coast,KwaZulu-Natal,3533
283092,Bhomeni,Emalahleni,Eastern Cape,620
271229,Bhongolwethu,Mnquma,Eastern Cape,374
283131,Bhongolwethu,Emalahleni,Eastern Cape,1514
270503,Bhongweni,Mbhashe,Eastern Cape,259
271018,Bhongweni,Mnquma,Eastern Cape,572
290313,Bhongweni,Ngquza Hill,Eastern Cape,94
764001,Bhongweni,Randfontein,Gauteng,1334
298053,Bhononi,Ntabankulu,Eastern Cape,311
298061,Bhonxa,Ntabankulu,Eastern Cape,3969
271545,Bhonyothi,Mnquma,Eastern Cape,491
271030,Bhoqo,Mnquma,Eastern Cape,323
283083,Bhoqo,Emalahleni,Eastern Cape,270
294456,Bhuba,King Sabata Dalindyebo,Eastern Cape,418
293093,Bhubesini,Mhlontlo,Eastern Cape,274
292284,Bhucula,Nyandeni,Eastern Cape,452
504051,Bhudlu,UMuziwabantu,KwaZulu-Natal,598
560025,Bhudubhudu,Vulamehlo,KwaZulu-Natal,679
561010,Bhudubhudu,Umdoni,KwaZulu-Natal,3565
291034,Bhuje,Port St Johns,Eastern Cape,472
588051,Bhukhanana,Ntambanana,KwaZulu-Natal,6116
297162,Bhukuva,Mbizana,Eastern Cape,103
271146,Bhulele,Mnquma,Eastern Cape,176
593060,Bhulushe,Ndwedwe,KwaZulu-Natal,441
871004,Bhundu,Thembisile,Mpumalanga,3797
270425,Bhunga,Mbhashe,Eastern Cape,184
290001,Bhungeni,Ngquza Hill,Eastern Cape,172
298050,Bhungeni,Ntabankulu,Eastern Cape,612
297272,Bhungweni,Mbizana,Eastern Cape,523
290226,Bhuqa,Ngquza Hill,Eastern Cape,48
271256,Bhuru,Mnquma,Eastern Cape,63
270449,Bhuta,Mbhashe,Eastern Cape,200
297100,Bhwnijini A,Mbizana,Eastern Cape,209
297097,Bhwnijini B,Mbizana,Eastern Cape,158
664040,Bierkraal,Moses Kotane,North West,536
668017,Biesiesvlei,Ditsobotla,North West,116
294366,Bijolo,King Sabata Dalindyebo,Eastern Cape,672
287004,Bikizana,Senqu,Eastern Cape,334
282171,Bilatye,Intsika Yethu,Eastern Cape,123
965016,Bileni,Mutale,Limpopo,117
172021,Birkenhead,Overstrand,Western Cape,56
290175,Bisana,Ngquza Hill,Eastern Cape,1132
260032,Bisho,Buffalo City,Eastern Cape,11192
290076,Bisi,Ngquza Hill,Eastern Cape,1653
964011,Bismark,Maruleng,Limpopo,2705
179001,Bitou NU,Bitou,Western Cape,4954
160004,Bitterfontein,Matzikama,Western Cape,986
182001,Bitterwater,Prince Albert,Western Cape,2123
583059,Biva,Jozini,KwaZulu-Natal,2710
291153,Bizana,Port St Johns,Eastern Cape,626
297016,Bizana,Mbizana,Eastern Cape,7974
598113,Bizweni,Umzimkhulu,KwaZulu-Natal,549
524017,Blaauwbosch Laagte,Newcastle,KwaZulu-Natal,21336
467018,Blaauwdrift,Matjhabeng,Free State,50
295128,Black Diamond,Matatiele,Eastern Cape,611
286008,Black Fountain,Elundini,Eastern Cape,17
599050,Blackburn,eThekwini,KwaZulu-Natal,23960
199022,Blackheath,City of Cape Town,Western Cape,56114
360063,Blackrock,Joe Morolong,Northern Cape,403
282014,Blasini Village,Intsika Yethu,Eastern Cape,184
598149,Blema,Umzimkhulu,KwaZulu-Natal,375
287101,Blikana,Senqu,Eastern Cape,1690
276043,Blink Water,Nkonkobe,Eastern Cape,787
869008,Blinkpan,Steve Tshwete,Mpumalanga,1207
578014,Blinkwater,eDumbe,KwaZulu-Natal,8810
960054,Blinkwater,Greater Giyani,Limpopo,2850
961030,Blinkwater,Greater Letaba,Limpopo,38
574001,Bloed Rivier,Endumeni,KwaZulu-Natal,167
499023,Bloemfontein,Mangaung,Free State,256185
673002,Bloemhof,Lekwa-Teemane,North West,2339
378006,Bloemsmond,Kai !Garib,Northern Cape,497
287074,Blom,Senqu,Eastern Cape,265
974042,Bloodriver,Polokwane,Limpopo,10724
505009,Blose,Ezingoleni,KwaZulu-Natal,309
199013,Blouberg,City of Cape Town,Western Cape,106222
969055,Blouberg,Blouberg,Limpopo,2976
969002,Blouberg Munic NU,Blouberg,Limpopo,7058
868007,Bloukrans,Emalahleni,Mpumalanga,793
514017,Blue Bank,Emnambithi/Ladysmith,KwaZulu-Natal,571
262006,Blue Crane Route NU,Blue Crane Route,Eastern Cape,6954
199035,Blue Downs,City of Cape Town,Western Cape,92330
287080,Blue Gums,Senqu,Eastern Cape,822
799079,Blue Hills,City of Tshwane,Gauteng,0
299011,Blue Horizon Bay,Nelson Mandela Bay,Eastern Cape,419
176018,Blue Ridge,Mossel Bay,Western Cape,7
271147,Blue Sky,Mnquma,Eastern Cape,253
873002,Blyde River Canyon Nature Reserve,Thaba Chweu,Mpumalanga,58
592029,Blythedale Beach,KwaDukuza,KwaZulu-Natal,626
969104,Bobirwa,Blouberg,Limpopo,927
506019,Boboyi,Hibiscus Coast,KwaZulu-Natal,6915
985142,Bochabelo,Makhuduthamaga,Limpopo,103
969097,Bochum,Blouberg,Limpopo,6777
562010,Bock en houd Fontein,uMshwathi,KwaZulu-Natal,279
960036,Bode,Greater Giyani,Limpopo,2012
969074,Bodi,Blouberg,Limpopo,5842
274100,Bodiam,Ngqushwa,Eastern Cape,414
668007,Bodibe,Ditsobotla,North West,21688
284325,Bodini,Engcobo,Eastern Cape,889
976027,Bodutulo,Lepele-Nkumpi,Limpopo,684
962097,Bodweni,Greater Tzaneen,Limpopo,646
380006,Boegoeberg,!Kheis,Northern Cape,1857
662023,Boekenhoutfontein,Rustenburg,North West,684
284431,Bofolo,Engcobo,Eastern Cape,145
499003,Bofulo,Mangaung,Free State,198
986006,Bogalatladi,Fetakgomo,Limpopo,2892
176022,Boggoms Bay,Mossel Bay,Western Cape,69
470001,Bohlokong,Dihlabeng,Free State,35003
472017,Boiketlo,Maluti a Phofung,Free State,5661
668012,Boikhutso,Ditsobotla,North West,19111
760011,Boipatong,Emfuleni,Gauteng,22168
672031,Boipelo,Greater Taung,North West,4182
662035,Boitekong,Rustenburg,North West,79786
